"intid","year","studyid","interaction","taxatype","whatmeasured","measurement","variable","value"
119,1996,"HMK006","competition","spp","slope",15,"spp1","Hylastes porculus"
119,1997,"HMK006","competition","spp","slope",15,"spp1","Hylastes porculus"
120,1996,"HMK006","competition","spp","slope",-24.5,"spp1","Hylastes porculus"
120,1997,"HMK006","competition","spp","slope",-24.5,"spp1","Hylastes porculus"
121,1996,"HMK006","competition","spp","slope",-8,"spp1","Hylastes porculus"
121,1997,"HMK006","competition","spp","slope",-8,"spp1","Hylastes porculus"
122,1996,"HMK006","competition","spp","slope",10,"spp1","Hylurgops rugipennis pinifex"
122,1997,"HMK006","competition","spp","slope",10,"spp1","Hylurgops rugipennis pinifex"
123,1996,"HMK006","competition","spp","slope",-7,"spp1","Hylurgops rugipennis pinifex"
123,1997,"HMK006","competition","spp","slope",-7,"spp1","Hylurgops rugipennis pinifex"
124,1996,"HMK006","competition","spp","slope",-10,"spp1","Hylurgops rugipennis pinifex"
124,1997,"HMK006","competition","spp","slope",-10,"spp1","Hylurgops rugipennis pinifex"
125,1996,"HMK006","competition","spp","slope",15,"spp1","Hylurgops rugipennis pinifex"
125,1997,"HMK006","competition","spp","slope",15,"spp1","Hylurgops rugipennis pinifex"
126,1996,"HMK006","competition","spp","slope",-24.5,"spp1","Hylurgops rugipennis pinifex"
126,1997,"HMK006","competition","spp","slope",-24.5,"spp1","Hylurgops rugipennis pinifex"
127,1996,"HMK006","competition","spp","slope",-8,"spp1","Hylurgops rugipennis pinifex"
127,1997,"HMK006","competition","spp","slope",-8,"spp1","Hylurgops rugipennis pinifex"
128,1996,"HMK006","competition","spp","slope",-7,"spp1","Ips grandicollis"
128,1997,"HMK006","competition","spp","slope",-7,"spp1","Ips grandicollis"
129,1996,"HMK006","competition","spp","slope",-10,"spp1","Ips grandicollis"
129,1997,"HMK006","competition","spp","slope",-10,"spp1","Ips grandicollis"
130,1996,"HMK006","competition","spp","slope",15,"spp1","Ips grandicollis"
130,1997,"HMK006","competition","spp","slope",15,"spp1","Ips grandicollis"
131,1996,"HMK006","competition","spp","slope",-24.5,"spp1","Ips grandicollis"
131,1997,"HMK006","competition","spp","slope",-24.5,"spp1","Ips grandicollis"
132,1996,"HMK006","competition","spp","slope",-8,"spp1","Ips grandicollis"
132,1997,"HMK006","competition","spp","slope",-8,"spp1","Ips grandicollis"
133,1996,"HMK006","competition","spp","slope",-10,"spp1","Ips pini"
133,1997,"HMK006","competition","spp","slope",-10,"spp1","Ips pini"
134,1996,"HMK006","competition","spp","slope",15,"spp1","Ips pini"
134,1997,"HMK006","competition","spp","slope",15,"spp1","Ips pini"
135,1996,"HMK006","competition","spp","slope",-24.5,"spp1","Ips pini"
135,1997,"HMK006","competition","spp","slope",-24.5,"spp1","Ips pini"
136,1996,"HMK006","competition","spp","slope",-8,"spp1","Ips pini"
136,1997,"HMK006","competition","spp","slope",-8,"spp1","Ips pini"
137,1996,"HMK006","competition","spp","slope",15,"spp1","Monochamus spp."
137,1997,"HMK006","competition","spp","slope",15,"spp1","Monochamus spp."
138,1996,"HMK006","competition","spp","slope",-24.5,"spp1","Monochamus spp."
138,1997,"HMK006","competition","spp","slope",-24.5,"spp1","Monochamus spp."
139,1996,"HMK006","competition","spp","slope",-8,"spp1","Monochamus spp."
139,1997,"HMK006","competition","spp","slope",-8,"spp1","Monochamus spp."
140,1996,"HMK006","competition","spp","slope",-24.5,"spp1","Orthotomicus caelatus"
140,1997,"HMK006","competition","spp","slope",-24.5,"spp1","Orthotomicus caelatus"
141,1996,"HMK006","competition","spp","slope",-8,"spp1","Orthotomicus caelatus"
141,1997,"HMK006","competition","spp","slope",-8,"spp1","Orthotomicus caelatus"
142,1996,"HMK006","competition","spp","slope",-8,"spp1","Pissodes approximatus"
142,1997,"HMK006","competition","spp","slope",-8,"spp1","Pissodes approximatus"
22,1996,"HMK006","predation","spp","slope",51,"spp1","Dendroctonus valens"
22,1997,"HMK006","predation","spp","slope",51,"spp1","Dendroctonus valens"
23,1996,"HMK006","predation","spp","slope",53,"spp1","Dendroctonus valens"
23,1997,"HMK006","predation","spp","slope",53,"spp1","Dendroctonus valens"
24,1996,"HMK006","predation","spp","slope",-4,"spp1","Dendroctonus valens"
24,1997,"HMK006","predation","spp","slope",-4,"spp1","Dendroctonus valens"
25,1996,"HMK006","predation","spp","slope",15,"spp1","Dendroctonus valens"
25,1997,"HMK006","predation","spp","slope",15,"spp1","Dendroctonus valens"
26,1996,"HMK006","predation","spp","slope",18,"spp1","Dendroctonus valens"
26,1997,"HMK006","predation","spp","slope",18,"spp1","Dendroctonus valens"
27,1996,"HMK006","predation","spp","slope",61,"spp1","Dendroctonus valens"
27,1997,"HMK006","predation","spp","slope",61,"spp1","Dendroctonus valens"
28,1996,"HMK006","predation","spp","slope",51,"spp1","Dryocetes autographus"
28,1997,"HMK006","predation","spp","slope",51,"spp1","Dryocetes autographus"
29,1996,"HMK006","predation","spp","slope",53,"spp1","Dryocetes autographus"
29,1997,"HMK006","predation","spp","slope",53,"spp1","Dryocetes autographus"
30,1996,"HMK006","predation","spp","slope",15,"spp1","Dryocetes autographus"
30,1997,"HMK006","predation","spp","slope",15,"spp1","Dryocetes autographus"
31,1996,"HMK006","predation","spp","slope",18,"spp1","Dryocetes autographus"
31,1997,"HMK006","predation","spp","slope",18,"spp1","Dryocetes autographus"
32,1996,"HMK006","predation","spp","slope",-4,"spp1","Dryocetes autographus"
32,1997,"HMK006","predation","spp","slope",-4,"spp1","Dryocetes autographus"
33,1996,"HMK006","predation","spp","slope",61,"spp1","Dryocetes autographus"
33,1997,"HMK006","predation","spp","slope",61,"spp1","Dryocetes autographus"
34,1996,"HMK006","predation","spp","slope",18,"spp1","Gnathotrichus materiarius"
34,1997,"HMK006","predation","spp","slope",18,"spp1","Gnathotrichus materiarius"
35,1996,"HMK006","predation","spp","slope",61,"spp1","Gnathotrichus materiarius"
35,1997,"HMK006","predation","spp","slope",61,"spp1","Gnathotrichus materiarius"
36,1996,"HMK006","predation","spp","slope",15,"spp1","Gnathotrichus materiarius"
36,1997,"HMK006","predation","spp","slope",15,"spp1","Gnathotrichus materiarius"
37,1996,"HMK006","predation","spp","slope",51,"spp1","Gnathotrichus materiarius"
37,1997,"HMK006","predation","spp","slope",51,"spp1","Gnathotrichus materiarius"
38,1996,"HMK006","predation","spp","slope",53,"spp1","Gnathotrichus materiarius"
38,1997,"HMK006","predation","spp","slope",53,"spp1","Gnathotrichus materiarius"
39,1996,"HMK006","predation","spp","slope",-4,"spp1","Gnathotrichus materiarius"
39,1997,"HMK006","predation","spp","slope",-4,"spp1","Gnathotrichus materiarius"
40,1996,"HMK006","predation","spp","slope",61,"spp1","Hylastes porculus"
40,1997,"HMK006","predation","spp","slope",61,"spp1","Hylastes porculus"
41,1996,"HMK006","predation","spp","slope",15,"spp1","Hylastes porculus"
41,1997,"HMK006","predation","spp","slope",15,"spp1","Hylastes porculus"
42,1996,"HMK006","predation","spp","slope",51,"spp1","Hylastes porculus"
42,1997,"HMK006","predation","spp","slope",51,"spp1","Hylastes porculus"
43,1996,"HMK006","predation","spp","slope",53,"spp1","Hylastes porculus"
43,1997,"HMK006","predation","spp","slope",53,"spp1","Hylastes porculus"
44,1996,"HMK006","predation","spp","slope",-4,"spp1","Hylastes porculus"
44,1997,"HMK006","predation","spp","slope",-4,"spp1","Hylastes porculus"
45,1996,"HMK006","predation","spp","slope",18,"spp1","Hylastes porculus"
45,1997,"HMK006","predation","spp","slope",18,"spp1","Hylastes porculus"
46,1996,"HMK006","predation","spp","slope",-4,"spp1","Hylurgops rugipennis pinifex"
46,1997,"HMK006","predation","spp","slope",-4,"spp1","Hylurgops rugipennis pinifex"
47,1996,"HMK006","predation","spp","slope",18,"spp1","Hylurgops rugipennis pinifex"
47,1997,"HMK006","predation","spp","slope",18,"spp1","Hylurgops rugipennis pinifex"
48,1996,"HMK006","predation","spp","slope",53,"spp1","Hylurgops rugipennis pinifex"
48,1997,"HMK006","predation","spp","slope",53,"spp1","Hylurgops rugipennis pinifex"
49,1996,"HMK006","predation","spp","slope",51,"spp1","Hylurgops rugipennis pinifex"
49,1997,"HMK006","predation","spp","slope",51,"spp1","Hylurgops rugipennis pinifex"
50,1996,"HMK006","predation","spp","slope",61,"spp1","Hylurgops rugipennis pinifex"
50,1997,"HMK006","predation","spp","slope",61,"spp1","Hylurgops rugipennis pinifex"
51,1996,"HMK006","predation","spp","slope",15,"spp1","Hylurgops rugipennis pinifex"
51,1997,"HMK006","predation","spp","slope",15,"spp1","Hylurgops rugipennis pinifex"
52,1996,"HMK006","predation","spp","slope",51,"spp1","Ips grandicollis"
52,1997,"HMK006","predation","spp","slope",51,"spp1","Ips grandicollis"
53,1996,"HMK006","predation","spp","slope",61,"spp1","Ips grandicollis"
53,1997,"HMK006","predation","spp","slope",61,"spp1","Ips grandicollis"
54,1996,"HMK006","predation","spp","slope",53,"spp1","Ips grandicollis"
54,1997,"HMK006","predation","spp","slope",53,"spp1","Ips grandicollis"
55,1996,"HMK006","predation","spp","slope",15,"spp1","Ips grandicollis"
55,1997,"HMK006","predation","spp","slope",15,"spp1","Ips grandicollis"
56,1996,"HMK006","predation","spp","slope",18,"spp1","Ips grandicollis"
56,1997,"HMK006","predation","spp","slope",18,"spp1","Ips grandicollis"
57,1996,"HMK006","predation","spp","slope",-4,"spp1","Ips grandicollis"
57,1997,"HMK006","predation","spp","slope",-4,"spp1","Ips grandicollis"
58,1996,"HMK006","predation","spp","slope",53,"spp1","Ips pini"
58,1997,"HMK006","predation","spp","slope",53,"spp1","Ips pini"
59,1996,"HMK006","predation","spp","slope",18,"spp1","Ips pini"
59,1997,"HMK006","predation","spp","slope",18,"spp1","Ips pini"
60,1996,"HMK006","predation","spp","slope",-4,"spp1","Ips pini"
60,1997,"HMK006","predation","spp","slope",-4,"spp1","Ips pini"
61,1996,"HMK006","predation","spp","slope",15,"spp1","Ips pini"
61,1997,"HMK006","predation","spp","slope",15,"spp1","Ips pini"
62,1996,"HMK006","predation","spp","slope",61,"spp1","Ips pini"
62,1997,"HMK006","predation","spp","slope",61,"spp1","Ips pini"
63,1996,"HMK006","predation","spp","slope",51,"spp1","Ips pini"
63,1997,"HMK006","predation","spp","slope",51,"spp1","Ips pini"
64,1996,"HMK006","predation","spp","slope",61,"spp1","Monochamus spp."
64,1997,"HMK006","predation","spp","slope",61,"spp1","Monochamus spp."
65,1996,"HMK006","predation","spp","slope",51,"spp1","Monochamus spp."
65,1997,"HMK006","predation","spp","slope",51,"spp1","Monochamus spp."
66,1996,"HMK006","predation","spp","slope",15,"spp1","Monochamus spp."
66,1997,"HMK006","predation","spp","slope",15,"spp1","Monochamus spp."
67,1996,"HMK006","predation","spp","slope",-4,"spp1","Monochamus spp."
67,1997,"HMK006","predation","spp","slope",-4,"spp1","Monochamus spp."
68,1996,"HMK006","predation","spp","slope",53,"spp1","Monochamus spp."
68,1997,"HMK006","predation","spp","slope",53,"spp1","Monochamus spp."
69,1996,"HMK006","predation","spp","slope",18,"spp1","Monochamus spp."
69,1997,"HMK006","predation","spp","slope",18,"spp1","Monochamus spp."
70,1996,"HMK006","predation","spp","slope",51,"spp1","Orthotomicus caelatus"
70,1997,"HMK006","predation","spp","slope",51,"spp1","Orthotomicus caelatus"
71,1996,"HMK006","predation","spp","slope",15,"spp1","Orthotomicus caelatus"
71,1997,"HMK006","predation","spp","slope",15,"spp1","Orthotomicus caelatus"
72,1996,"HMK006","predation","spp","slope",-4,"spp1","Orthotomicus caelatus"
72,1997,"HMK006","predation","spp","slope",-4,"spp1","Orthotomicus caelatus"
73,1996,"HMK006","predation","spp","slope",53,"spp1","Orthotomicus caelatus"
73,1997,"HMK006","predation","spp","slope",53,"spp1","Orthotomicus caelatus"
74,1996,"HMK006","predation","spp","slope",18,"spp1","Orthotomicus caelatus"
74,1997,"HMK006","predation","spp","slope",18,"spp1","Orthotomicus caelatus"
75,1996,"HMK006","predation","spp","slope",61,"spp1","Orthotomicus caelatus"
75,1997,"HMK006","predation","spp","slope",61,"spp1","Orthotomicus caelatus"
76,1996,"HMK006","predation","spp","slope",18,"spp1","Pissodes approximatus"
76,1997,"HMK006","predation","spp","slope",18,"spp1","Pissodes approximatus"
77,1996,"HMK006","predation","spp","slope",51,"spp1","Pissodes approximatus"
77,1997,"HMK006","predation","spp","slope",51,"spp1","Pissodes approximatus"
78,1996,"HMK006","predation","spp","slope",61,"spp1","Pissodes approximatus"
78,1997,"HMK006","predation","spp","slope",61,"spp1","Pissodes approximatus"
79,1996,"HMK006","predation","spp","slope",53,"spp1","Pissodes approximatus"
79,1997,"HMK006","predation","spp","slope",53,"spp1","Pissodes approximatus"
80,1996,"HMK006","predation","spp","slope",15,"spp1","Pissodes approximatus"
80,1997,"HMK006","predation","spp","slope",15,"spp1","Pissodes approximatus"
81,1996,"HMK006","predation","spp","slope",-4,"spp1","Pissodes approximatus"
81,1997,"HMK006","predation","spp","slope",-4,"spp1","Pissodes approximatus"
82,1996,"HMK006","predation","spp","slope",18,"spp1","Tomicus piniperda"
82,1997,"HMK006","predation","spp","slope",18,"spp1","Tomicus piniperda"
83,1996,"HMK006","predation","spp","slope",61,"spp1","Tomicus piniperda"
83,1997,"HMK006","predation","spp","slope",61,"spp1","Tomicus piniperda"
84,1996,"HMK006","predation","spp","slope",53,"spp1","Tomicus piniperda"
84,1997,"HMK006","predation","spp","slope",53,"spp1","Tomicus piniperda"
85,1996,"HMK006","predation","spp","slope",51,"spp1","Tomicus piniperda"
85,1997,"HMK006","predation","spp","slope",51,"spp1","Tomicus piniperda"
86,1996,"HMK006","predation","spp","slope",15,"spp1","Tomicus piniperda"
86,1997,"HMK006","predation","spp","slope",15,"spp1","Tomicus piniperda"
87,1996,"HMK006","predation","spp","slope",-4,"spp1","Tomicus piniperda"
87,1997,"HMK006","predation","spp","slope",-4,"spp1","Tomicus piniperda"
88,1996,"HMK006","competition","spp","slope",16,"spp1","Dendroctonus valens"
88,1997,"HMK006","competition","spp","slope",16,"spp1","Dendroctonus valens"
89,1996,"HMK006","competition","spp","slope",11,"spp1","Dendroctonus valens"
89,1997,"HMK006","competition","spp","slope",11,"spp1","Dendroctonus valens"
90,1996,"HMK006","competition","spp","slope",14.5,"spp1","Dendroctonus valens"
90,1997,"HMK006","competition","spp","slope",14.5,"spp1","Dendroctonus valens"
91,1996,"HMK006","competition","spp","slope",-12,"spp1","Dendroctonus valens"
91,1997,"HMK006","competition","spp","slope",-12,"spp1","Dendroctonus valens"
92,1996,"HMK006","competition","spp","slope",10,"spp1","Dendroctonus valens"
92,1997,"HMK006","competition","spp","slope",10,"spp1","Dendroctonus valens"
93,1996,"HMK006","competition","spp","slope",-7,"spp1","Dendroctonus valens"
93,1997,"HMK006","competition","spp","slope",-7,"spp1","Dendroctonus valens"
94,1996,"HMK006","competition","spp","slope",-10,"spp1","Dendroctonus valens"
94,1997,"HMK006","competition","spp","slope",-10,"spp1","Dendroctonus valens"
95,1996,"HMK006","competition","spp","slope",15,"spp1","Dendroctonus valens"
95,1997,"HMK006","competition","spp","slope",15,"spp1","Dendroctonus valens"
96,1996,"HMK006","competition","spp","slope",-24.5,"spp1","Dendroctonus valens"
96,1997,"HMK006","competition","spp","slope",-24.5,"spp1","Dendroctonus valens"
97,1996,"HMK006","competition","spp","slope",-8,"spp1","Dendroctonus valens"
97,1997,"HMK006","competition","spp","slope",-8,"spp1","Dendroctonus valens"
98,1996,"HMK006","competition","spp","slope",11,"spp1","Dryocetes autographus"
98,1997,"HMK006","competition","spp","slope",11,"spp1","Dryocetes autographus"
99,1996,"HMK006","competition","spp","slope",14.5,"spp1","Dryocetes autographus"
99,1997,"HMK006","competition","spp","slope",14.5,"spp1","Dryocetes autographus"
143,1983,"HMK007","competition","spp","slope",0.785714286,"spp1","Saxifraga reflexa"
143,1985,"HMK007","competition","spp","slope",0.785714286,"spp1","Saxifraga reflexa"
143,1986,"HMK007","competition","spp","slope",0.785714286,"spp1","Saxifraga reflexa"
144,1984,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1985,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1986,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1987,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1988,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1989,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1991,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1992,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1993,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1994,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1995,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1997,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,1999,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,2001,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,2003,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,2007,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,2008,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,2009,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
144,2010,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Castilleja tenuiflora"
145,1975,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Delphinium nuttallianum"
145,1979,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Delphinium nuttallianum"
145,1980,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Delphinium nuttallianum"
145,1981,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Delphinium nuttallianum"
145,1982,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Delphinium nuttallianum"
145,1983,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Delphinium nuttallianum"
145,1984,"HMK008","pollination","spp","slope",-0.283470134,"spp1","Delphinium nuttallianum"
