,studyid,intid,int_type,spp,year,species,phenovalue,phenofreq,short_site,terrestrial
1592,HMK032,189,herbivory,spp1,1969,Asterionella spp.,147.0672,weekly,cumbria,aquatic
1593,HMK032,189,herbivory,spp1,1970,Asterionella spp.,140.1477,weekly,cumbria,aquatic
1594,HMK032,189,herbivory,spp1,1971,Asterionella spp.,146.8285,weekly,cumbria,aquatic
1595,HMK032,189,herbivory,spp1,1973,Asterionella spp.,147.336,weekly,cumbria,aquatic
1596,HMK032,189,herbivory,spp1,1974,Asterionella spp.,154.0175,weekly,cumbria,aquatic
1597,HMK032,189,herbivory,spp1,1975,Asterionella spp.,132.9986,weekly,cumbria,aquatic
1598,HMK032,189,herbivory,spp1,1977,Asterionella spp.,147.3549,weekly,cumbria,aquatic
1599,HMK032,189,herbivory,spp1,1978,Asterionella spp.,111.9867,weekly,cumbria,aquatic
1600,HMK032,189,herbivory,spp1,1980,Asterionella spp.,125.8495,weekly,cumbria,aquatic
1601,HMK032,189,herbivory,spp1,1982,Asterionella spp.,111.7606,weekly,cumbria,aquatic
1602,HMK032,189,herbivory,spp1,1984,Asterionella spp.,133.0427,weekly,cumbria,aquatic
1603,HMK032,189,herbivory,spp1,1985,Asterionella spp.,139.9734,weekly,cumbria,aquatic
1604,HMK032,189,herbivory,spp1,1986,Asterionella spp.,154.3248,weekly,cumbria,aquatic
1605,HMK032,189,herbivory,spp1,1987,Asterionella spp.,140.231,weekly,cumbria,aquatic
1606,HMK032,189,herbivory,spp1,1988,Asterionella spp.,118.9643,weekly,cumbria,aquatic
1607,HMK032,189,herbivory,spp1,1989,Asterionella spp.,133.315,weekly,cumbria,aquatic
1608,HMK032,189,herbivory,spp1,1990,Asterionella spp.,126.147,weekly,cumbria,aquatic
1609,HMK032,189,herbivory,spp2,1956,Daphnia hyalina-galeata,140.0553,weekly,cumbria,aquatic
1610,HMK032,189,herbivory,spp2,1958,Daphnia hyalina-galeata,153.9902,weekly,cumbria,aquatic
1611,HMK032,189,herbivory,spp2,1959,Daphnia hyalina-galeata,140.07035,weekly,cumbria,aquatic
1612,HMK032,189,herbivory,spp2,1961,Daphnia hyalina-galeata,136.7527,weekly,cumbria,aquatic
1613,HMK032,189,herbivory,spp2,1962,Daphnia hyalina-galeata,133.063,weekly,cumbria,aquatic
1614,HMK032,189,herbivory,spp2,1964,Daphnia hyalina-galeata,133.0679,weekly,cumbria,aquatic
1615,HMK032,189,herbivory,spp2,1965,Daphnia hyalina-galeata,147.1232,weekly,cumbria,aquatic
1616,HMK032,189,herbivory,spp2,1966,Daphnia hyalina-galeata,147.3745,weekly,cumbria,aquatic
1617,HMK032,189,herbivory,spp2,1967,Daphnia hyalina-galeata,150.83145,weekly,cumbria,aquatic
1618,HMK032,189,herbivory,spp2,1969,Daphnia hyalina-galeata,154.2905,weekly,cumbria,aquatic
1619,HMK032,189,herbivory,spp2,1970,Daphnia hyalina-galeata,154.2954,weekly,cumbria,aquatic
1620,HMK032,189,herbivory,spp2,1971,Daphnia hyalina-galeata,154.17885,weekly,cumbria,aquatic
1621,HMK032,189,herbivory,spp2,1973,Daphnia hyalina-galeata,154.0637,weekly,cumbria,aquatic
1622,HMK032,189,herbivory,spp2,1974,Daphnia hyalina-galeata,140.3906,weekly,cumbria,aquatic
1623,HMK032,189,herbivory,spp2,1975,Daphnia hyalina-galeata,147.4228,weekly,cumbria,aquatic
1624,HMK032,189,herbivory,spp2,1977,Daphnia hyalina-galeata,126.231,weekly,cumbria,aquatic
1625,HMK032,189,herbivory,spp2,1978,Daphnia hyalina-galeata,147.18935,weekly,cumbria,aquatic
1626,HMK032,189,herbivory,spp2,1980,Daphnia hyalina-galeata,143.871,weekly,cumbria,aquatic
1627,HMK032,189,herbivory,spp2,1982,Daphnia hyalina-galeata,143.6344,weekly,cumbria,aquatic
1628,HMK032,189,herbivory,spp2,1984,Daphnia hyalina-galeata,147.4648,weekly,cumbria,aquatic
1629,HMK032,189,herbivory,spp2,1985,Daphnia hyalina-galeata,147.4697,weekly,cumbria,aquatic
1630,HMK032,189,herbivory,spp2,1986,Daphnia hyalina-galeata,133.4235,weekly,cumbria,aquatic
1631,HMK032,189,herbivory,spp2,1987,Daphnia hyalina-galeata,133.1827,weekly,cumbria,aquatic
1632,HMK032,189,herbivory,spp2,1988,Daphnia hyalina-galeata,126.2856,weekly,cumbria,aquatic
1633,HMK032,189,herbivory,spp2,1989,Daphnia hyalina-galeata,126.2912,weekly,cumbria,aquatic
1634,HMK032,189,herbivory,spp2,1990,Daphnia hyalina-galeata,143.79715,weekly,cumbria,aquatic
1635,HMK033,190,pollination,spp1,1992,Plant3 spp.,148.901,daily,rbml,terrestrial
1636,HMK033,190,pollination,spp1,1993,Plant3 spp.,170.207,daily,rbml,terrestrial
1637,HMK033,190,pollination,spp1,1994,Plant3 spp.,155.959,daily,rbml,terrestrial
1638,HMK033,190,pollination,spp1,1995,Plant3 spp.,204.697,daily,rbml,terrestrial
1639,HMK033,190,pollination,spp1,1996,Plant3 spp.,158.957,daily,rbml,terrestrial
1640,HMK033,190,pollination,spp1,1997,Plant3 spp.,176.201,daily,rbml,terrestrial
1641,HMK033,190,pollination,spp1,1998,Plant3 spp.,163.985,daily,rbml,terrestrial
1642,HMK033,190,pollination,spp1,1999,Plant3 spp.,165.993,daily,rbml,terrestrial
1643,HMK033,190,pollination,spp1,2000,Plant3 spp.,148.189,daily,rbml,terrestrial
1644,HMK033,190,pollination,spp1,2001,Plant3 spp.,150.703,daily,rbml,terrestrial
1645,HMK033,190,pollination,spp1,2003,Plant3 spp.,167.922,daily,rbml,terrestrial
1646,HMK033,190,pollination,spp1,2004,Plant3 spp.,172.975,daily,rbml,terrestrial
1647,HMK033,190,pollination,spp1,2005,Plant3 spp.,174.475,daily,rbml,terrestrial
1648,HMK033,190,pollination,spp1,2006,Plant3 spp.,149.56,daily,rbml,terrestrial
1649,HMK033,190,pollination,spp1,2007,Plant3 spp.,137.343,daily,rbml,terrestrial
1650,HMK033,190,pollination,spp1,2008,Plant3 spp.,175.922,daily,rbml,terrestrial
1651,HMK033,190,pollination,spp1,2009,Plant3 spp.,154.056,daily,rbml,terrestrial
1652,HMK033,190,pollination,spp1,2010,Plant3 spp.,158.6,daily,rbml,terrestrial
1653,HMK033,190,pollination,spp1,2011,Plant3 spp.,187.527,daily,rbml,terrestrial
1654,HMK033,190,pollination,spp2,1992,Syrphid spp.,161.093,daily,rbml,terrestrial
1655,HMK033,190,pollination,spp2,1993,Syrphid spp.,176.813,daily,rbml,terrestrial
1656,HMK033,190,pollination,spp2,1994,Syrphid spp.,159.518,daily,rbml,terrestrial
1657,HMK033,190,pollination,spp2,1995,Syrphid spp.,190.476,daily,rbml,terrestrial
1658,HMK033,190,pollination,spp2,1996,Syrphid spp.,169.625,daily,rbml,terrestrial
1659,HMK033,190,pollination,spp2,1997,Syrphid spp.,179.252,daily,rbml,terrestrial
1660,HMK033,190,pollination,spp2,1998,Syrphid spp.,175.162,daily,rbml,terrestrial
1661,HMK033,190,pollination,spp2,1999,Syrphid spp.,170.056,daily,rbml,terrestrial
1662,HMK033,190,pollination,spp2,2000,Syrphid spp.,154.286,daily,rbml,terrestrial
1663,HMK033,190,pollination,spp2,2001,Syrphid spp.,167.465,daily,rbml,terrestrial
1664,HMK033,190,pollination,spp2,2003,Syrphid spp.,168.94,daily,rbml,terrestrial
1665,HMK033,190,pollination,spp2,2004,Syrphid spp.,149.613,daily,rbml,terrestrial
1666,HMK033,190,pollination,spp2,2005,Syrphid spp.,169.905,daily,rbml,terrestrial
1667,HMK033,190,pollination,spp2,2006,Syrphid spp.,176.99,daily,rbml,terrestrial
1668,HMK033,190,pollination,spp2,2007,Syrphid spp.,150.045,daily,rbml,terrestrial
1669,HMK033,190,pollination,spp2,2008,Syrphid spp.,184.05,daily,rbml,terrestrial
1670,HMK033,190,pollination,spp2,2009,Syrphid spp.,161.167,daily,rbml,terrestrial
1671,HMK033,190,pollination,spp2,2010,Syrphid spp.,194.132,daily,rbml,terrestrial
1672,HMK033,190,pollination,spp2,2011,Syrphid spp.,173.308,daily,rbml,terrestrial
1673,HMK034,191,herbivory,spp1,1974,Phytoplankton2 spp.,117.931,daily,lakeconstance,aquatic
1674,HMK034,191,herbivory,spp1,1975,Phytoplankton2 spp.,100.345,daily,lakeconstance,aquatic
1675,HMK034,191,herbivory,spp1,1977,Phytoplankton2 spp.,106.5515,daily,lakeconstance,aquatic
1676,HMK034,191,herbivory,spp1,1978,Phytoplankton2 spp.,114.828,daily,lakeconstance,aquatic
1677,HMK034,191,herbivory,spp1,1980,Phytoplankton2 spp.,108.621,daily,lakeconstance,aquatic
1678,HMK034,191,herbivory,spp1,1981,Phytoplankton2 spp.,95.1724,daily,lakeconstance,aquatic
1679,HMK034,191,herbivory,spp1,1983,Phytoplankton2 spp.,102.414,daily,lakeconstance,aquatic
1680,HMK034,191,herbivory,spp1,1984,Phytoplankton2 spp.,121.034,daily,lakeconstance,aquatic
1681,HMK034,191,herbivory,spp1,1986,Phytoplankton2 spp.,116.897,daily,lakeconstance,aquatic
1682,HMK034,191,herbivory,spp1,1988,Phytoplankton2 spp.,93.1034,daily,lakeconstance,aquatic
1683,HMK034,191,herbivory,spp1,1991,Phytoplankton2 spp.,92.069,daily,lakeconstance,aquatic
1684,HMK034,191,herbivory,spp1,1992,Phytoplankton2 spp.,101.379,daily,lakeconstance,aquatic
1685,HMK034,191,herbivory,spp1,1993,Phytoplankton2 spp.,88.9655,daily,lakeconstance,aquatic
1686,HMK034,191,herbivory,spp1,1994,Phytoplankton2 spp.,87.931,daily,lakeconstance,aquatic
1687,HMK034,191,herbivory,spp2,1974,Cyclops vicinus,127.7585,daily,lakeconstance,aquatic
1688,HMK034,191,herbivory,spp2,1975,Cyclops vicinus,141.724,daily,lakeconstance,aquatic
1689,HMK034,191,herbivory,spp2,1977,Cyclops vicinus,131.379,daily,lakeconstance,aquatic
1690,HMK034,191,herbivory,spp2,1978,Cyclops vicinus,144.828,daily,lakeconstance,aquatic
1691,HMK034,191,herbivory,spp2,1980,Cyclops vicinus,136.552,daily,lakeconstance,aquatic
1692,HMK034,191,herbivory,spp2,1981,Cyclops vicinus,127.241,daily,lakeconstance,aquatic
1693,HMK034,191,herbivory,spp2,1983,Cyclops vicinus,133.448,daily,lakeconstance,aquatic
1694,HMK034,191,herbivory,spp2,1984,Cyclops vicinus,176.897,daily,lakeconstance,aquatic
1695,HMK034,191,herbivory,spp2,1986,Cyclops vicinus,137.586,daily,lakeconstance,aquatic
1696,HMK034,191,herbivory,spp2,1988,Cyclops vicinus,125.172,daily,lakeconstance,aquatic
1697,HMK034,191,herbivory,spp2,1991,Cyclops vicinus,112.759,daily,lakeconstance,aquatic
1698,HMK034,191,herbivory,spp2,1992,Cyclops vicinus,131.379,daily,lakeconstance,aquatic
1699,HMK034,191,herbivory,spp2,1993,Cyclops vicinus,117.931,daily,lakeconstance,aquatic
1700,HMK034,191,herbivory,spp2,1994,Cyclops vicinus,129.31,daily,lakeconstance,aquatic
1701,HMK035,192,predation,spp1,1951,Acartia hudsonica,225.074,daily,rhode,aquatic
1702,HMK035,192,predation,spp1,1973,Acartia hudsonica,210.966,daily,rhode,aquatic
1703,HMK035,192,predation,spp1,1976,Acartia hudsonica,192.231,daily,rhode,aquatic
1704,HMK035,192,predation,spp1,2000,Acartia hudsonica,185.721,daily,rhode,aquatic
1705,HMK035,192,predation,spp1,2001,Acartia hudsonica,184.835,daily,rhode,aquatic
1706,HMK035,192,predation,spp1,2002,Acartia hudsonica,169.546,daily,rhode,aquatic
1707,HMK035,192,predation,spp1,2003,Acartia hudsonica,196.668,daily,rhode,aquatic
1708,HMK035,192,predation,spp1,2004,Acartia hudsonica,183.075,daily,rhode,aquatic
1709,HMK035,192,predation,spp2,1951,Mnemiopsis2 leidyi,217.44,daily,rhode,aquatic
1710,HMK035,192,predation,spp2,1973,Mnemiopsis2 leidyi,194.85,daily,rhode,aquatic
1711,HMK035,192,predation,spp2,1976,Mnemiopsis2 leidyi,207.656,daily,rhode,aquatic
1712,HMK035,192,predation,spp2,2000,Mnemiopsis2 leidyi,175.688,daily,rhode,aquatic
1713,HMK035,192,predation,spp2,2001,Mnemiopsis2 leidyi,171.263,daily,rhode,aquatic
1714,HMK035,192,predation,spp2,2002,Mnemiopsis2 leidyi,138.1635,daily,rhode,aquatic
1715,HMK035,192,predation,spp2,2003,Mnemiopsis2 leidyi,164.859,daily,rhode,aquatic
1716,HMK035,192,predation,spp2,2004,Mnemiopsis2 leidyi,158.628,daily,rhode,aquatic
1717,HMK036,193,herbivory,spp1,1975,Diatom3 spp.,43.9024,weekly,northsea,aquatic
1718,HMK036,193,herbivory,spp1,1976,Diatom3 spp.,66.3415,weekly,northsea,aquatic
1719,HMK036,193,herbivory,spp1,1977,Diatom3 spp.,60.9756,weekly,northsea,aquatic
1720,HMK036,193,herbivory,spp1,1978,Diatom3 spp.,53.1707,weekly,northsea,aquatic
1721,HMK036,193,herbivory,spp1,1979,Diatom3 spp.,68.2927,weekly,northsea,aquatic
1722,HMK036,193,herbivory,spp1,1980,Diatom3 spp.,81.9512,weekly,northsea,aquatic
1723,HMK036,193,herbivory,spp1,1981,Diatom3 spp.,47.8049,weekly,northsea,aquatic
1724,HMK036,193,herbivory,spp1,1982,Diatom3 spp.,81.9512,weekly,northsea,aquatic
1725,HMK036,193,herbivory,spp1,1983,Diatom3 spp.,75.6098,weekly,northsea,aquatic
1726,HMK036,193,herbivory,spp1,1984,Diatom3 spp.,44.878,weekly,northsea,aquatic
1727,HMK036,193,herbivory,spp1,1985,Diatom3 spp.,77.561,weekly,northsea,aquatic
1728,HMK036,193,herbivory,spp1,1986,Diatom3 spp.,55.6098,weekly,northsea,aquatic
1729,HMK036,193,herbivory,spp1,1987,Diatom3 spp.,67.3171,weekly,northsea,aquatic
1730,HMK036,193,herbivory,spp1,1988,Diatom3 spp.,68.2927,weekly,northsea,aquatic
1731,HMK036,193,herbivory,spp1,1989,Diatom3 spp.,55.122,weekly,northsea,aquatic
1732,HMK036,193,herbivory,spp1,1990,Diatom3 spp.,62.9268,weekly,northsea,aquatic
1733,HMK036,193,herbivory,spp1,1991,Diatom3 spp.,69.7561,weekly,northsea,aquatic
1734,HMK036,193,herbivory,spp1,1992,Diatom3 spp.,58.0488,weekly,northsea,aquatic
1735,HMK036,193,herbivory,spp1,1993,Diatom3 spp.,71.7073,weekly,northsea,aquatic
1736,HMK036,193,herbivory,spp1,1994,Diatom3 spp.,55.6098,weekly,northsea,aquatic
1737,HMK036,193,herbivory,spp1,1995,Diatom3 spp.,51.2195,weekly,northsea,aquatic
1738,HMK036,193,herbivory,spp1,1996,Diatom3 spp.,84.3902,weekly,northsea,aquatic
1739,HMK036,193,herbivory,spp1,1997,Diatom3 spp.,65.8537,weekly,northsea,aquatic
1740,HMK036,193,herbivory,spp1,1998,Diatom3 spp.,50.2439,weekly,northsea,aquatic
1741,HMK036,193,herbivory,spp1,1999,Diatom3 spp.,69.2683,weekly,northsea,aquatic
1742,HMK036,193,herbivory,spp1,2000,Diatom3 spp.,58.5366,weekly,northsea,aquatic
1743,HMK036,193,herbivory,spp1,2001,Diatom3 spp.,74.6341,weekly,northsea,aquatic
1744,HMK036,193,herbivory,spp1,2002,Diatom3 spp.,48.2927,weekly,northsea,aquatic
1745,HMK036,193,herbivory,spp1,2003,Diatom3 spp.,61.4634,weekly,northsea,aquatic
1746,HMK036,193,herbivory,spp1,2004,Diatom3 spp.,61.4634,weekly,northsea,aquatic
1747,HMK036,193,herbivory,spp2,1975,Copepod1 spp.,125.5891,weekly,northsea,aquatic
1748,HMK036,193,herbivory,spp2,1976,Copepod1 spp.,118.188,weekly,northsea,aquatic
1749,HMK036,193,herbivory,spp2,1977,Copepod1 spp.,132.5079,weekly,northsea,aquatic
1750,HMK036,193,herbivory,spp2,1978,Copepod1 spp.,111.8684,weekly,northsea,aquatic
1751,HMK036,193,herbivory,spp2,1979,Copepod1 spp.,139.9566,weekly,northsea,aquatic
1752,HMK036,193,herbivory,spp2,1980,Copepod1 spp.,104.4869,weekly,northsea,aquatic
1753,HMK036,193,herbivory,spp2,1981,Copepod1 spp.,132.58,weekly,northsea,aquatic
1754,HMK036,193,herbivory,spp2,1982,Copepod1 spp.,97.6353,weekly,northsea,aquatic
1755,HMK036,193,herbivory,spp2,1983,Copepod1 spp.,118.8369,weekly,northsea,aquatic
1756,HMK036,193,herbivory,spp2,1984,Copepod1 spp.,105.0868,weekly,northsea,aquatic
1757,HMK036,193,herbivory,spp2,1985,Copepod1 spp.,125.7606,weekly,northsea,aquatic
1758,HMK036,193,herbivory,spp2,1986,Copepod1 spp.,153.3245,weekly,northsea,aquatic
1759,HMK036,193,herbivory,spp2,1987,Copepod1 spp.,133.2121,weekly,northsea,aquatic
1760,HMK036,193,herbivory,spp2,1988,Copepod1 spp.,118.9342,weekly,northsea,aquatic
1761,HMK036,193,herbivory,spp2,1989,Copepod1 spp.,126.3626,weekly,northsea,aquatic
1762,HMK036,193,herbivory,spp2,1990,Copepod1 spp.,98.3045,weekly,northsea,aquatic
1763,HMK036,193,herbivory,spp2,1991,Copepod1 spp.,112.0952,weekly,northsea,aquatic
1764,HMK036,193,herbivory,spp2,1992,Copepod1 spp.,90.923,weekly,northsea,aquatic
1765,HMK036,193,herbivory,spp2,1993,Copepod1 spp.,112.1295,weekly,northsea,aquatic
1766,HMK036,193,herbivory,spp2,1994,Copepod1 spp.,112.147,weekly,northsea,aquatic
1767,HMK036,193,herbivory,spp2,1995,Copepod1 spp.,104.7508,weekly,northsea,aquatic
1768,HMK036,193,herbivory,spp2,1996,Copepod1 spp.,132.8439,weekly,northsea,aquatic
1769,HMK036,193,herbivory,spp2,1997,Copepod1 spp.,91.0098,weekly,northsea,aquatic
1770,HMK036,193,herbivory,spp2,1998,Copepod1 spp.,105.3325,weekly,northsea,aquatic
1771,HMK036,193,herbivory,spp2,1999,Copepod1 spp.,112.2366,weekly,northsea,aquatic
1772,HMK036,193,herbivory,spp2,2000,Copepod1 spp.,105.3703,weekly,northsea,aquatic
1773,HMK036,193,herbivory,spp2,2001,Copepod1 spp.,126.042,weekly,northsea,aquatic
1774,HMK036,193,herbivory,spp2,2002,Copepod1 spp.,84.2107,weekly,northsea,aquatic
1775,HMK036,193,herbivory,spp2,2003,Copepod1 spp.,104.8873,weekly,northsea,aquatic
1776,HMK036,193,herbivory,spp2,2004,Copepod1 spp.,105.4347,weekly,northsea,aquatic
1777,HMK037,194,herbivory,spp1,1976,Diatom4 spp.,93.6458,weekly,washington,aquatic
1778,HMK037,194,herbivory,spp1,1977,Diatom4 spp.,112.438,weekly,washington,aquatic
1779,HMK037,194,herbivory,spp1,1978,Diatom4 spp.,87.4375,weekly,washington,aquatic
1780,HMK037,194,herbivory,spp1,1979,Diatom4 spp.,120.25,weekly,washington,aquatic
1781,HMK037,194,herbivory,spp1,1980,Diatom4 spp.,77.5,weekly,washington,aquatic
1782,HMK037,194,herbivory,spp1,1981,Diatom4 spp.,140.042,weekly,washington,aquatic
1783,HMK037,194,herbivory,spp1,1982,Diatom4 spp.,134.313,weekly,washington,aquatic
1784,HMK037,194,herbivory,spp1,1983,Diatom4 spp.,115.563,weekly,washington,aquatic
1785,HMK037,194,herbivory,spp1,1984,Diatom4 spp.,109.271,weekly,washington,aquatic
1786,HMK037,194,herbivory,spp1,1985,Diatom4 spp.,121.292,weekly,washington,aquatic
1787,HMK037,194,herbivory,spp1,1986,Diatom4 spp.,96.8125,weekly,washington,aquatic
1788,HMK037,194,herbivory,spp1,1987,Diatom4 spp.,109.833,weekly,washington,aquatic
1789,HMK037,194,herbivory,spp1,1988,Diatom4 spp.,124.896,weekly,washington,aquatic
1790,HMK037,194,herbivory,spp1,1989,Diatom4 spp.,107.75,weekly,washington,aquatic
1791,HMK037,194,herbivory,spp1,1990,Diatom4 spp.,98.8958,weekly,washington,aquatic
1792,HMK037,194,herbivory,spp1,1991,Diatom4 spp.,111.917,weekly,washington,aquatic
1793,HMK037,194,herbivory,spp1,1992,Diatom4 spp.,69.1667,weekly,washington,aquatic
1794,HMK037,194,herbivory,spp1,1993,Diatom4 spp.,93.1667,weekly,washington,aquatic
1795,HMK037,194,herbivory,spp1,1994,Diatom4 spp.,110.354,weekly,washington,aquatic
1796,HMK037,194,herbivory,spp1,1995,Diatom4 spp.,107.229,weekly,washington,aquatic
1797,HMK037,194,herbivory,spp1,1996,Diatom4 spp.,107.188,weekly,washington,aquatic
1798,HMK037,194,herbivory,spp1,1997,Diatom4 spp.,120.771,weekly,washington,aquatic
1799,HMK037,194,herbivory,spp1,1998,Diatom4 spp.,84.3125,weekly,washington,aquatic
1800,HMK037,194,herbivory,spp1,1999,Diatom4 spp.,109.833,weekly,washington,aquatic
1801,HMK037,194,herbivory,spp1,2000,Diatom4 spp.,94.1667,weekly,washington,aquatic
1802,HMK037,194,herbivory,spp1,2001,Diatom4 spp.,100.458,weekly,washington,aquatic
1803,HMK037,194,herbivory,spp1,2002,Diatom4 spp.,100.458,weekly,washington,aquatic
1804,HMK037,195,herbivory,spp1,1963,Diatom4 spp.,133.271,weekly,washington,aquatic
1805,HMK037,195,herbivory,spp1,1964,Diatom4 spp.,125.938,weekly,washington,aquatic
1806,HMK037,195,herbivory,spp1,1965,Diatom4 spp.,124.938,weekly,washington,aquatic
1807,HMK037,195,herbivory,spp1,1966,Diatom4 spp.,129.625,weekly,washington,aquatic
1808,HMK037,195,herbivory,spp1,1967,Diatom4 spp.,129.104,weekly,washington,aquatic
1809,HMK037,195,herbivory,spp1,1968,Diatom4 spp.,136.354,weekly,washington,aquatic
1810,HMK037,195,herbivory,spp1,1969,Diatom4 spp.,125.979,weekly,washington,aquatic
1811,HMK037,195,herbivory,spp1,1970,Diatom4 spp.,132.75,weekly,washington,aquatic
1812,HMK037,195,herbivory,spp1,1971,Diatom4 spp.,131.188,weekly,washington,aquatic
1813,HMK037,195,herbivory,spp1,1972,Diatom4 spp.,125.417,weekly,washington,aquatic
1814,HMK037,195,herbivory,spp1,1973,Diatom4 spp.,105.667,weekly,washington,aquatic
1815,HMK037,195,herbivory,spp1,1974,Diatom4 spp.,132.229,weekly,washington,aquatic
1816,HMK037,195,herbivory,spp1,1975,Diatom4 spp.,118.167,weekly,washington,aquatic
1817,HMK037,195,herbivory,spp1,1976,Diatom4 spp.,93.6458,weekly,washington,aquatic
1818,HMK037,195,herbivory,spp1,1977,Diatom4 spp.,112.438,weekly,washington,aquatic
1819,HMK037,195,herbivory,spp1,1978,Diatom4 spp.,87.4375,weekly,washington,aquatic
1820,HMK037,195,herbivory,spp1,1979,Diatom4 spp.,120.25,weekly,washington,aquatic
1821,HMK037,195,herbivory,spp1,1981,Diatom4 spp.,140.042,weekly,washington,aquatic
1822,HMK037,195,herbivory,spp1,1982,Diatom4 spp.,134.313,weekly,washington,aquatic
1823,HMK037,195,herbivory,spp1,1983,Diatom4 spp.,115.563,weekly,washington,aquatic
1824,HMK037,195,herbivory,spp1,1984,Diatom4 spp.,109.271,weekly,washington,aquatic
1825,HMK037,195,herbivory,spp1,1985,Diatom4 spp.,121.292,weekly,washington,aquatic
1826,HMK037,195,herbivory,spp1,1986,Diatom4 spp.,96.8125,weekly,washington,aquatic
1827,HMK037,195,herbivory,spp1,1987,Diatom4 spp.,109.833,weekly,washington,aquatic
1828,HMK037,195,herbivory,spp1,1988,Diatom4 spp.,124.896,weekly,washington,aquatic
1829,HMK037,195,herbivory,spp1,1989,Diatom4 spp.,107.75,weekly,washington,aquatic
